site_code,cluster_id,display_point.coordinates.latitude,main_address.structured_address.postal_code,display_point.source,main_address.structured_address.country_code,business_status.closed_date,hours,apple_categories.0,names.0.name,business_status.status,main_address.structured_address.state_province,main_address.structured_address.floor,phone_number.number,names.0.locale,main_address.structured_address.locality,main_address.structured_address.street_address.0,display_point.coordinates.longitude,names.0.name_preprocessed,name.set,pair_id,product,brand
7c5f5ec4-b5c6-461a-9ecb-7a640047c8d5,6462,-8.33908835,68162.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-16:00,civil_service.educational_institution.school.secondary_school.high_school,SMP Nahdlatuth Thalabah Putera,OPEN,Jawa Timur,,,en-ID,Jember,Jalan KH. Imam Bukhori,113.5829047,smp nahdlatuth thalabah putera,"{' ', 'a', 'h', 'n', 't', 'd', 'l', 'b', 'e', 'p', 's', 'r', 'm', 'u'}",3837,smp,
a4017ae8-aeab-4fb0-a36d-1fb0f5253c9e,6462,-8.338463,68162.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-16:00,civil_service.educational_institution.school.secondary_school.high_school,SMK Nahdlatuth Thalabah,OPEN,Jawa Timur,,,en-ID,Jember,Jalan KH. Imam Bukhori,113.5828957,smk nahdlatuth thalabah,"{' ', 'a', 'h', 'n', 't', 'd', 'l', 'b', 'k', 's', 'm', 'u'}",3837,smk,
594560eb-fa18-4d46-846f-aad829d4dbc2,8031,-6.89486203,69153.0,MANUALLY_PLACED,ID,,Mo-Su OPEN 24 HOURS-OPEN 24 HOURS,consumer_sector.financial_service.banking_service.atm,ATM BNI,OPEN,Jawa Timur,,,en-ID,Bangkalan,Jalan Raya Klampis,112.9070134,atm bni,"{'a', ' ', 't', 'n', 'b', 'i', 'm'}",4753,2,
8895aa88-fb73-47a7-be29-8c8c961f9158,8031,-6.89500623,69153.0,MANUALLY_PLACED,ID,,Mo-Su OPEN 24 HOURS-OPEN 24 HOURS,consumer_sector.financial_service.banking_service.atm,ATM BRI,OPEN,Jawa Timur,,,en-ID,Bangkalan,Jalan Raya Klampis,112.9075736,atm bri,"{'a', ' ', 't', 'b', 'i', 'r', 'm'}",4754,1,
5ad9d181-290a-4c60-ba11-50d412aa975c,8157,-2.96557001,30117.0,MANUALLY_PLACED,ID,,Mo-Sa 08:00-17:00,civil_service.educational_institution.school.secondary_school.high_school,SMA Muhamadiyah 5,OPEN,Sumatra Selatan,,,en-ID,Palembang,Jalan Wahid Ali,104.7876581,sma muhamadiyah 5,"{'a', ' ', 'i', 'h', 'd', '5', 'y', 's', 'm', 'u'}",4823,sma,
b4176c3d-d608-4a3f-abca-3c306cd21297,8157,-2.96556704,30117.0,MANUALLY_PLACED,ID,,Mo-Fr 08:00-17:00,civil_service.educational_institution.school.secondary_school.high_school,SMP Muhammadiyah 7,OPEN,Sumatra Selatan,,,en-ID,Palembang,Jalan Urip Sumoharjo/Wahid Ali,104.7876815,smp muhammadiyah 7,"{' ', 'a', 'i', 'h', 'd', 'y', '7', 'p', 's', 'm', 'u'}",4823,smp,
6680d915-4a10-462a-9fac-dca4dd5ae184,9253,-5.19105597,92114.0,MANUALLY_PLACED,ID,,Mo-Su 00:00-23:59,consumer_sector.financial_service.banking_service.atm,ATM BRI,OPEN,Sulawesi Selatan,,,en-ID,Gowa,Jalan Sultan Hasanuddin,119.4430004,atm bri,"{'a', ' ', 't', 'b', 'i', 'r', 'm'}",5437,1,
f60f527e-9304-4252-be01-725b0ba8cda4,9253,-5.19164408,92115.0,MANUALLY_PLACED,ID,,Mo-Su 00:00-23:59,consumer_sector.financial_service.banking_service.atm,ATM BNI,OPEN,Sulawesi Selatan,,,en-ID,Gowa,Jalan Sultan Haanuddin,119.4429179,atm bni,"{'a', ' ', 't', 'n', 'b', 'i', 'm'}",5438,2,
66f44090-4d48-46aa-9a4e-097ac71eefe6,9304,-7.01026931,50256.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-17:00,civil_service.educational_institution.school.secondary_school.high_school,SMA Muhammadiyah 1,OPEN,Jawa Tengah,3.0,,en-ID,Semarang Kota,Jalan Tentara Pelajar,110.4396046,sma muhammadiyah 1,"{'a', ' ', 'i', 'h', 'd', '1', 'y', 's', 'm', 'u'}",5464,sma,
36a78e12-246e-45e5-a2dd-b6b4df5cc589,9304,-7.01015877,50256.0,MANUALLY_PLACED,ID,,Mo-Sa 07:00-17:00,civil_service.educational_institution.school.secondary_school.high_school,SMP Muhammadiyah 3,OPEN,Jawa Tengah,3.0,,en-ID,Semarang Kota,Jalan Tentara Pelajar No.91,110.4394986,smp muhammadiyah 3,"{' ', 'a', '3', 'i', 'h', 'd', 'y', 'p', 's', 'm', 'u'}",5465,smp,
6ad35b35-b5e1-4288-a4e8-ac7285008b71,9635,-6.90461664,40293.0,MANUALLY_PLACED,ID,,Mo-Fr 07:00-16:00,civil_service.educational_institution.school.kindergarten,KB Al-Irhaam,OPEN,Jawa Barat,,,en-ID,Bandung Kota,Jalan AH Nasution,107.6754543,kb al irhaam,"{'a', ' ', 'h', 'l', 'b', 'k', 'i', 'r', 'm'}",5653,kb,
